userId,age,country,language,educationLevel,isEducator,createdAt,learningPreferences_subjects,learningStyle,academicLevel,timePreferences,aiFeatures_interactionCount,aiFeatures_lastActive
user_00012,42.0,Germany,ta,Masters,0.0,2024-10-16T05:33:34.719956,Art,Visual,Advanced,Evening,17.0,2025-09-19T05:33:34.721541
user_00013,29.0,Australia,si,Other,0.0,2024-07-10T05:33:34.719956,Economics|Biology,Auditory,Intermediate,Afternoon,21.0,2025-09-14T05:33:34.721578
user_00014,16.0,Australia,fr,HighSchool,0.0,2024-09-18T05:33:34.719956,Physics,Kinesthetic,Intermediate,Afternoon,21.0,2025-11-15T05:33:34.721613
user_00015,27.0,India,fr,HighSchool,0.0,2024-09-20T05:33:34.719956,Economics,Auditory,Beginner,Flexible,18.0,2025-09-13T05:33:34.721648
user_00016,25.0,India,ta,Other,0.0,2024-10-22T05:33:34.719956,Economics,Auditory,Advanced,Evening,25.0,2025-10-02T05:33:34.721682
user_00017,30.0,Canada,es,Masters,0.0,2024-09-04T05:33:34.719956,Physics|Biology,Auditory,Beginner,Evening,24.0,2025-11-20T05:33:34.721717
user_00018,16.0,Germany,fr,Bachelors,0.0,2025-05-23T05:33:34.719956,Mathematics,Auditory,Beginner,Morning,23.0,2025-10-11T05:33:34.721763
user_00019,21.0,Sri Lanka,fr,Bachelors,0.0,2024-09-20T05:33:34.719956,Economics,Auditory,Advanced,Flexible,26.0,2025-10-22T05:33:34.721799
user_00020,25.0,Australia,de,PhD,0.0,2025-04-07T05:33:34.719956,Design|Programming|History,Reading/Writing,Intermediate,Morning,18.0,2025-08-28T05:33:34.721833
user_00021,19.0,Canada,es,HighSchool,0.0,2024-12-04T05:33:34.719956,Biology,Auditory,Beginner,Flexible,23.0,2025-11-05T05:33:34.721868
user_00022,18.0,UK,si,Masters,0.0,2025-04-18T05:33:34.719956,Economics|Physics,Visual,Advanced,Morning,26.0,2025-11-11T05:33:34.721901
user_00023,30.0,Australia,si,Bachelors,0.0,2024-09-22T05:33:34.719956,Design,Visual,Beginner,Flexible,24.0,2025-11-22T05:33:34.721935
user_00024,22.0,UK,ta,PhD,0.0,2024-06-04T05:33:34.719956,Economics|Art|Chemistry,Auditory,Intermediate,Afternoon,24.0,2025-11-15T05:33:34.721970
user_00025,16.0,Germany,es,Other,0.0,2024-12-17T05:33:34.719956,Mathematics,Mixed,Intermediate,Afternoon,17.0,2025-11-15T05:33:34.722004
user_00026,34.0,Germany,en,Bachelors,0.0,2025-04-22T05:33:34.719956,Biology|Design|Physics,Mixed,Beginner,Morning,27.0,2025-09-04T05:33:34.722039
user_00027,39.0,Sri Lanka,de,Other,0.0,2024-12-16T05:33:34.719956,Biology|Programming,Auditory,Intermediate,Flexible,16.0,2025-11-06T05:33:34.722082
user_00028,23.0,Canada,es,Masters,0.0,2025-04-19T05:33:34.719956,Art,Mixed,Advanced,Morning,17.0,2025-11-13T05:33:34.722115
user_00029,35.0,Germany,si,Other,0.0,2024-11-29T05:33:34.719956,Biology,Kinesthetic,Intermediate,Afternoon,24.0,2025-09-27T05:33:34.722151
user_00030,30.0,Australia,fr,Masters,0.0,2024-06-26T05:33:34.719956,Mathematics|Economics|English,Visual,Beginner,Evening,27.0,2025-11-08T05:33:34.722188
user_00031,22.0,Sri Lanka,es,Other,0.0,2025-01-02T05:33:34.719956,Biology|Programming|History,Kinesthetic,Advanced,Flexible,16.0,2025-10-21T05:33:34.722223
user_00032,25.0,Australia,en,HighSchool,0.0,2025-01-05T05:33:34.719956,Mathematics,Kinesthetic,Beginner,Evening,19.0,2025-11-02T05:33:34.722257
user_00033,25.0,Canada,de,Other,0.0,2024-08-12T05:33:34.719956,Physics,Visual,Advanced,Afternoon,29.0,2025-09-14T05:33:34.722312
user_00034,21.0,Sri Lanka,ta,Other,0.0,2024-10-18T05:33:34.719956,Mathematics,Kinesthetic,Intermediate,Morning,20.0,2025-10-08T05:33:34.722353
user_00035,30.0,India,es,Bachelors,0.0,2024-11-26T05:33:34.719956,Design|Chemistry|Biology,Auditory,Beginner,Flexible,32.0,2025-11-19T05:33:34.722394
user_00036,27.0,India,es,Masters,0.0,2024-10-28T05:33:34.719956,Biology|English|Chemistry,Visual,Intermediate,Morning,20.0,2025-09-23T05:33:34.722439
user_00037,28.0,India,si,PhD,0.0,2025-01-30T05:33:34.719956,Mathematics,Auditory,Intermediate,Evening,10.0,2025-10-18T05:33:34.722476
user_00038,47.0,Australia,en,Masters,0.0,2024-09-08T05:33:34.719956,Economics|Programming,Visual,Beginner,Evening,27.0,2025-10-31T05:33:34.722510
user_00039,27.0,Germany,ta,HighSchool,0.0,2024-10-16T05:33:34.719956,Programming|Design,Mixed,Advanced,Morning,22.0,2025-10-04T05:33:34.722545
user_00040,18.0,Germany,si,Masters,1.0,2024-10-15T05:33:34.719956,Economics,Mixed,Advanced,Afternoon,16.0,2025-10-07T05:33:34.722579
user_00041,39.0,UK,en,Masters,0.0,2024-06-21T05:33:34.719956,English,Mixed,Intermediate,Flexible,22.0,2025-10-12T05:33:34.722613
user_00042,16.0,UK,es,Masters,0.0,2025-02-17T05:33:34.719956,Design|Chemistry,Mixed,Advanced,Evening,13.0,2025-10-02T05:33:34.722647
user_00043,20.0,Germany,en,Masters,0.0,2024-10-18T05:33:34.719956,History|Programming|Art,Reading/Writing,Intermediate,Afternoon,22.0,2025-09-18T05:33:34.722684
user_00044,23.0,UK,es,Bachelors,0.0,2025-01-01T05:33:34.719956,History|Programming|Physics,Auditory,Advanced,Evening,20.0,2025-10-25T05:33:34.722725
user_00045,19.0,Australia,si,Bachelors,1.0,2025-01-21T05:33:34.719956,History|Physics,Reading/Writing,Intermediate,Afternoon,23.0,2025-08-25T05:33:34.722759
user_00046,31.0,UK,de,PhD,0.0,2024-06-25T05:33:34.719956,Mathematics|Physics|Design,Auditory,Beginner,Flexible,29.0,2025-11-16T05:33:34.722794
user_00047,21.0,Germany,si,HighSchool,0.0,2024-10-01T05:33:34.719956,Economics|History|Programming,Reading/Writing,Advanced,Flexible,17.0,2025-09-13T05:33:34.722829
user_00048,25.0,UK,si,PhD,0.0,2025-01-20T05:33:34.719956,English|Economics|Art,Auditory,Intermediate,Flexible,25.0,2025-11-13T05:33:34.722863
user_00049,16.0,Canada,ta,Bachelors,0.0,2024-12-14T05:33:34.719956,Physics|Chemistry|Economics,Auditory,Intermediate,Afternoon,27.0,2025-08-24T05:33:34.722897
user_00050,29.0,India,en,PhD,0.0,2024-08-22T05:33:34.719956,Design|Mathematics,Auditory,Intermediate,Flexible,18.0,2025-09-09T05:33:34.722931
user_00051,32.0,Canada,en,Other,0.0,2025-05-23T05:33:34.719956,English|Design,Reading/Writing,Advanced,Afternoon,26.0,2025-09-21T05:33:34.722966
user_00052,30.0,India,ta,PhD,0.0,2024-11-08T05:33:34.719956,Design|Chemistry,Reading/Writing,Beginner,Morning,22.0,2025-10-03T05:33:34.723000
user_00053,30.0,Germany,fr,HighSchool,0.0,2024-10-19T05:33:34.719956,Art,Auditory,Beginner,Evening,21.0,2025-10-05T05:33:34.723041
user_00054,22.0,USA,si,PhD,0.0,2024-11-13T05:33:34.719956,Design|English,Visual,Intermediate,Morning,22.0,2025-09-14T05:33:34.723076
user_00055,20.0,Sri Lanka,ta,Bachelors,0.0,2024-06-27T05:33:34.719956,Mathematics,Auditory,Beginner,Morning,18.0,2025-09-04T05:33:34.723110
user_00056,34.0,India,si,Bachelors,0.0,2025-03-29T05:33:34.719956,Biology|Art|English,Kinesthetic,Beginner,Morning,22.0,2025-11-02T05:33:34.723145
user_00057,34.0,USA,en,Other,1.0,2024-12-18T05:33:34.719956,Design|History|Biology,Visual,Advanced,Afternoon,13.0,2025-11-09T05:33:34.723180
user_00058,43.0,Canada,ta,Other,0.0,2024-08-10T05:33:34.719956,Programming,Mixed,Intermediate,Evening,17.0,2025-11-14T05:33:34.723213
user_00059,27.0,Germany,es,Masters,1.0,2024-10-23T05:33:34.719956,Physics|Design,Kinesthetic,Advanced,Flexible,27.0,2025-08-24T05:33:34.723247
user_00060,30.0,India,de,Bachelors,0.0,2024-06-27T05:33:34.719956,History|Economics,Reading/Writing,Intermediate,Flexible,24.0,2025-09-08T05:33:34.723281
user_00061,25.0,USA,ta,Bachelors,0.0,2025-04-12T05:33:34.719956,Art|Biology,Reading/Writing,Advanced,Flexible,15.0,2025-10-10T05:33:34.723315
user_00062,49.0,Sri Lanka,de,Masters,0.0,2025-02-07T05:33:34.719956,English|Programming,Kinesthetic,Advanced,Evening,17.0,2025-09-12T05:33:34.723351
user_00063,19.0,Sri Lanka,fr,Bachelors,0.0,2024-10-30T05:33:34.719956,Economics|Biology,Reading/Writing,Advanced,Flexible,27.0,2025-09-26T05:33:34.723412
user_00064,31.0,Australia,en,HighSchool,0.0,2024-10-31T05:33:34.719956,Biology|English|Programming,Reading/Writing,Advanced,Evening,17.0,2025-09-29T05:33:34.723463
user_00065,24.0,Canada,fr,Masters,0.0,2024-10-06T05:33:34.719956,English|History,Auditory,Beginner,Afternoon,15.0,2025-10-13T05:33:34.723499
user_00066,34.0,Sri Lanka,es,Other,0.0,2024-06-07T05:33:34.719956,Biology,Auditory,Advanced,Flexible,29.0,2025-10-18T05:33:34.723534
user_00067,20.0,Canada,fr,Other,0.0,2025-04-05T05:33:34.719956,English,Auditory,Intermediate,Afternoon,14.0,2025-10-15T05:33:34.723569
user_00068,29.0,Sri Lanka,es,Other,0.0,2025-05-03T05:33:34.719956,Economics,Kinesthetic,Advanced,Afternoon,26.0,2025-09-02T05:33:34.723603
user_00069,36.0,Australia,de,HighSchool,0.0,2024-08-06T05:33:34.719956,Art|History,Reading/Writing,Intermediate,Afternoon,18.0,2025-11-16T05:33:34.723639
user_00070,36.0,USA,de,HighSchool,0.0,2024-11-02T05:33:34.719956,Physics|Mathematics,Auditory,Beginner,Evening,20.0,2025-11-12T05:33:34.723673
user_00071,32.0,India,en,Other,0.0,2024-07-20T05:33:34.719956,History|Biology|Design,Reading/Writing,Intermediate,Evening,23.0,2025-09-08T05:33:34.723707
user_00072,37.0,UK,ta,Other,0.0,2024-07-18T05:33:34.719956,Physics|Biology|Economics,Kinesthetic,Advanced,Morning,26.0,2025-11-02T05:33:34.723742
user_00073,21.0,India,si,Other,0.0,2025-05-25T05:33:34.719956,Art|History,Kinesthetic,Beginner,Afternoon,21.0,2025-10-17T05:33:34.723782
user_00074,26.0,Canada,ta,PhD,0.0,2025-01-27T05:33:34.719956,History|Biology,Reading/Writing,Beginner,Afternoon,19.0,2025-09-01T05:33:34.723816
user_00075,33.0,India,ta,Bachelors,0.0,2025-03-03T05:33:34.719956,History|English,Reading/Writing,Beginner,Flexible,7.0,2025-08-26T05:33:34.723850
user_00076,16.0,USA,es,PhD,0.0,2024-09-12T05:33:34.719956,Art|History|Physics,Mixed,Beginner,Flexible,25.0,2025-10-12T05:33:34.723884
user_00077,28.0,Germany,ta,HighSchool,0.0,2024-06-15T05:33:34.719956,History|Mathematics|English,Mixed,Beginner,Afternoon,24.0,2025-09-23T05:33:34.723956
user_00078,19.0,Germany,es,PhD,0.0,2025-02-23T05:33:34.719956,Design|Art|Physics,Reading/Writing,Intermediate,Flexible,22.0,2025-10-11T05:33:34.723992
user_00079,28.0,USA,es,HighSchool,0.0,2024-12-09T05:33:34.719956,Art|English,Reading/Writing,Advanced,Morning,20.0,2025-09-25T05:33:34.724026
user_00080,22.0,Sri Lanka,ta,Masters,0.0,2024-11-01T05:33:34.719956,Mathematics|Economics|Art,Reading/Writing,Beginner,Afternoon,20.0,2025-09-17T05:33:34.724061
user_00081,22.0,USA,fr,PhD,0.0,2025-04-30T05:33:34.719956,English,Mixed,Beginner,Evening,19.0,2025-09-27T05:33:34.724094
user_00082,34.0,Canada,de,HighSchool,1.0,2024-07-08T05:33:34.719956,Biology|Chemistry|English,Mixed,Beginner,Flexible,25.0,2025-11-11T05:33:34.724141
user_00083,18.0,India,en,PhD,0.0,2024-06-29T05:33:34.719956,Art,Kinesthetic,Advanced,Evening,15.0,2025-09-30T05:33:34.724176
user_00084,25.0,Australia,de,PhD,0.0,2024-08-17T05:33:34.719956,Design,Auditory,Advanced,Afternoon,21.0,2025-11-14T05:33:34.724212
user_00085,17.0,USA,de,Masters,0.0,2024-09-09T05:33:34.719956,Mathematics|English,Kinesthetic,Advanced,Flexible,30.0,2025-11-03T05:33:34.724247
user_00086,35.0,UK,fr,PhD,0.0,2024-08-17T05:33:34.719956,Design|Art|Programming,Auditory,Advanced,Afternoon,21.0,2025-09-10T05:33:34.724281
user_00087,16.0,UK,si,PhD,1.0,2024-09-26T05:33:34.719956,Design|History|Chemistry,Reading/Writing,Beginner,Afternoon,18.0,2025-09-19T05:33:34.724315
user_00088,24.0,Germany,ta,HighSchool,0.0,2024-10-13T05:33:34.719956,Economics,Reading/Writing,Beginner,Afternoon,10.0,2025-10-01T05:33:34.724349
user_00089,31.0,Australia,es,Bachelors,0.0,2025-01-11T05:33:34.719956,History|Design,Visual,Intermediate,Flexible,20.0,2025-10-13T05:33:34.724383
user_00090,34.0,Canada,es,PhD,0.0,2025-05-08T05:33:34.719956,Physics|Biology|English,Auditory,Advanced,Morning,20.0,2025-09-28T05:33:34.724417
user_00091,25.0,Sri Lanka,es,HighSchool,0.0,2024-06-05T05:33:34.719956,Mathematics|History,Kinesthetic,Beginner,Evening,19.0,2025-10-08T05:33:34.724457
user_00092,18.0,USA,de,Bachelors,0.0,2024-10-28T05:33:34.719956,Chemistry|History|Economics,Visual,Advanced,Flexible,22.0,2025-09-04T05:33:34.724491
user_00093,39.0,Canada,si,PhD,0.0,2025-03-14T05:33:34.719956,Art,Kinesthetic,Intermediate,Evening,20.0,2025-08-29T05:33:34.724524
user_00094,16.0,Sri Lanka,de,Masters,0.0,2025-03-07T05:33:34.719956,Art,Kinesthetic,Advanced,Evening,22.0,2025-09-02T05:33:34.724557
user_00095,29.0,UK,es,Masters,0.0,2024-12-23T05:33:34.719956,Design,Reading/Writing,Beginner,Afternoon,29.0,2025-10-05T05:33:34.724590
user_00096,23.0,Germany,ta,Other,0.0,2024-06-02T05:33:34.719956,Mathematics|Design,Kinesthetic,Beginner,Morning,18.0,2025-09-06T05:33:34.724624
user_00097,45.0,Canada,de,Masters,0.0,2025-01-29T05:33:34.719956,Programming|Biology|Economics,Mixed,Intermediate,Afternoon,29.0,2025-09-03T05:33:34.724659
user_00098,16.0,Sri Lanka,es,HighSchool,0.0,2024-10-13T05:33:34.719956,History,Kinesthetic,Advanced,Afternoon,15.0,2025-11-11T05:33:34.724691
user_00099,30.0,USA,ta,PhD,0.0,2025-03-20T05:33:34.719956,Programming|Economics|English,Auditory,Intermediate,Flexible,12.0,2025-10-16T05:33:34.724730
user_00100,23.0,Canada,ta,HighSchool,0.0,2025-04-18T05:33:34.719956,Biology,Reading/Writing,Advanced,Evening,25.0,2025-11-11T05:33:34.724769
user_00101,23.0,Australia,de,HighSchool,0.0,2025-03-24T05:33:34.719956,Programming|English,Mixed,Intermediate,Evening,14.0,2025-11-09T05:33:34.724802
user_00102,34.0,Canada,si,PhD,1.0,2024-08-12T05:33:34.719956,History|Biology,Visual,Advanced,Flexible,23.0,2025-08-25T05:33:34.724836
user_00103,21.0,USA,es,PhD,0.0,2025-05-03T05:33:34.719956,English,Reading/Writing,Beginner,Morning,23.0,2025-10-23T05:33:34.724869
user_00104,23.0,Germany,si,PhD,0.0,2024-06-17T05:33:34.719956,Economics|Design|Chemistry,Reading/Writing,Advanced,Morning,18.0,2025-09-21T05:33:34.724905
user_00105,32.0,Germany,de,Masters,1.0,2024-11-18T05:33:34.719956,Art,Reading/Writing,Beginner,Evening,26.0,2025-11-10T05:33:34.724938
user_00106,26.0,Canada,ta,Other,0.0,2024-06-30T05:33:34.719956,Mathematics|Design,Kinesthetic,Beginner,Morning,23.0,2025-09-25T05:33:34.724971
user_00107,38.0,Sri Lanka,es,Bachelors,0.0,2024-07-25T05:33:34.719956,Mathematics,Kinesthetic,Beginner,Afternoon,18.0,2025-09-11T05:33:34.725004
user_00108,28.0,India,en,Other,0.0,2025-02-05T05:33:34.719956,Programming,Auditory,Advanced,Morning,27.0,2025-10-18T05:33:34.725039
user_00109,30.0,Australia,si,Bachelors,0.0,2025-02-26T05:33:34.719956,Mathematics,Auditory,Beginner,Evening,30.0,2025-10-23T05:33:34.725079
user_00110,26.0,Germany,ta,HighSchool,0.0,2025-04-30T05:33:34.719956,Design,Mixed,Beginner,Morning,22.0,2025-09-23T05:33:34.725112
user_00111,19.0,UK,ta,Other,0.0,2024-10-07T05:33:34.719956,Biology|Mathematics|English,Reading/Writing,Advanced,Morning,22.0,2025-11-15T05:33:34.725146
user_00112,18.0,UK,de,PhD,0.0,2024-09-17T05:33:34.719956,Art|Physics|Economics,Kinesthetic,Advanced,Afternoon,24.0,2025-11-14T05:33:34.725180
user_00113,27.0,India,ta,Other,0.0,2024-08-19T05:33:34.719956,Programming|Design|English,Reading/Writing,Advanced,Flexible,11.0,2025-11-10T05:33:34.725213
user_00114,20.0,Australia,es,HighSchool,0.0,2024-06-27T05:33:34.719956,Biology|Design|Art,Auditory,Intermediate,Evening,19.0,2025-09-25T05:33:34.725246
user_00115,21.0,UK,de,HighSchool,0.0,2024-12-17T05:33:34.719956,English|Programming|Chemistry,Reading/Writing,Beginner,Morning,22.0,2025-11-12T05:33:34.725282
user_00116,25.0,Sri Lanka,de,HighSchool,0.0,2024-11-17T05:33:34.719956,Economics,Visual,Advanced,Evening,12.0,2025-08-29T05:33:34.725316
user_00117,24.0,Sri Lanka,de,Masters,0.0,2024-10-22T05:33:34.719956,Mathematics|English|Economics,Kinesthetic,Beginner,Afternoon,18.0,2025-11-03T05:33:34.725350
user_00118,29.0,Canada,de,Bachelors,0.0,2024-11-28T05:33:34.719956,Programming|Physics|English,Mixed,Beginner,Flexible,18.0,2025-09-12T05:33:34.725392
user_00119,30.0,Australia,fr,Other,0.0,2024-08-14T05:33:34.719956,History,Kinesthetic,Beginner,Afternoon,19.0,2025-10-19T05:33:34.725426
user_00120,39.0,Canada,ta,Masters,0.0,2025-02-23T05:33:34.719956,History,Reading/Writing,Beginner,Afternoon,13.0,2025-09-02T05:33:34.725459
user_00121,27.0,Sri Lanka,en,Other,0.0,2024-10-24T05:33:34.719956,Programming|Chemistry,Kinesthetic,Intermediate,Evening,11.0,2025-09-11T05:33:34.725492
user_00122,25.0,Germany,en,HighSchool,0.0,2024-07-14T05:33:34.719956,Physics,Kinesthetic,Intermediate,Flexible,14.0,2025-09-21T05:33:34.725526
user_00123,32.0,Germany,de,PhD,0.0,2024-09-06T05:33:34.719956,Programming,Reading/Writing,Beginner,Evening,32.0,2025-08-28T05:33:34.725559
user_00124,40.0,Canada,fr,PhD,0.0,2024-12-20T05:33:34.719956,Biology,Reading/Writing,Advanced,Morning,17.0,2025-11-22T05:33:34.725592
user_00125,29.0,India,ta,Bachelors,0.0,2025-01-16T05:33:34.719956,Programming|Physics,Visual,Intermediate,Flexible,12.0,2025-10-31T05:33:34.725626
user_00126,28.0,India,de,Other,0.0,2024-09-12T05:33:34.719956,Programming|Physics|Design,Visual,Intermediate,Morning,22.0,2025-09-25T05:33:34.725661
user_00127,45.0,Sri Lanka,ta,Other,0.0,2024-10-31T05:33:34.719956,Design|English|Physics,Reading/Writing,Beginner,Evening,21.0,2025-11-01T05:33:34.725702
user_00128,21.0,Australia,fr,PhD,0.0,2024-11-22T05:33:34.719956,Design,Visual,Beginner,Flexible,9.0,2025-09-08T05:33:34.725742
user_00129,45.0,UK,fr,HighSchool,0.0,2024-12-19T05:33:34.719956,Programming|Biology|History,Auditory,Beginner,Morning,17.0,2025-09-16T05:33:34.725777
user_00130,21.0,Germany,si,Masters,0.0,2024-06-30T05:33:34.719956,Biology,Visual,Beginner,Evening,19.0,2025-10-28T05:33:34.725812
user_00131,21.0,India,fr,Bachelors,0.0,2024-06-25T05:33:34.719956,Chemistry,Reading/Writing,Intermediate,Flexible,23.0,2025-08-27T05:33:34.725846
user_00132,29.0,Germany,es,Other,0.0,2024-07-09T05:33:34.719956,Chemistry|Art,Visual,Intermediate,Flexible,17.0,2025-09-03T05:33:34.725880
user_00133,20.0,USA,ta,Other,0.0,2024-09-09T05:33:34.719956,English,Reading/Writing,Intermediate,Morning,27.0,2025-11-15T05:33:34.725913
user_00134,31.0,USA,ta,HighSchool,0.0,2025-04-10T05:33:34.719956,History|Economics|Design,Reading/Writing,Advanced,Morning,30.0,2025-09-26T05:33:34.725948
user_00135,17.0,Australia,fr,Bachelors,0.0,2024-09-25T05:33:34.719956,Chemistry|Mathematics|Art,Visual,Intermediate,Morning,28.0,2025-09-19T05:33:34.725982
user_00136,42.0,Canada,si,HighSchool,0.0,2024-10-14T05:33:34.719956,Economics|History,Mixed,Beginner,Evening,9.0,2025-10-06T05:33:34.726015
user_00137,37.0,USA,de,PhD,0.0,2024-06-13T05:33:34.719956,Mathematics|Programming|Physics,Kinesthetic,Beginner,Flexible,21.0,2025-10-17T05:33:34.726056
user_00138,24.0,USA,es,Other,0.0,2024-12-07T05:33:34.719956,History,Auditory,Intermediate,Evening,25.0,2025-08-31T05:33:34.726090
user_00139,16.0,Canada,es,PhD,0.0,2024-05-29T05:33:34.719956,English,Mixed,Intermediate,Evening,25.0,2025-11-06T05:33:34.726123
user_00140,23.0,Canada,es,Other,0.0,2024-06-17T05:33:34.719956,Economics|Programming,Visual,Intermediate,Evening,19.0,2025-10-30T05:33:34.726158
user_00141,28.0,India,ta,PhD,0.0,2025-03-17T05:33:34.719956,Physics,Kinesthetic,Beginner,Morning,16.0,2025-08-30T05:33:34.726191
user_00142,32.0,USA,fr,Bachelors,0.0,2025-03-09T05:33:34.719956,Chemistry,Mixed,Beginner,Flexible,22.0,2025-11-17T05:33:34.726225
user_00143,30.0,UK,ta,Bachelors,0.0,2024-07-18T05:33:34.719956,Art|Biology,Mixed,Beginner,Evening,20.0,2025-09-23T05:33:34.726258
user_00144,22.0,Australia,si,Masters,0.0,2024-08-07T05:33:34.719956,Art|English,Reading/Writing,Advanced,Flexible,20.0,2025-11-02T05:33:34.726292
user_00145,44.0,Australia,si,Other,0.0,2025-01-18T05:33:34.719956,Art,Kinesthetic,Advanced,Morning,26.0,2025-09-17T05:33:34.726325
user_00146,42.0,Australia,en,Masters,0.0,2025-03-05T05:33:34.719956,Art|Economics,Auditory,Intermediate,Morning,14.0,2025-10-25T05:33:34.726365
user_00147,33.0,Australia,de,Masters,0.0,2024-10-26T05:33:34.719956,Design,Mixed,Intermediate,Afternoon,23.0,2025-10-04T05:33:34.726398
user_00148,38.0,Sri Lanka,ta,Bachelors,1.0,2025-04-06T05:33:34.719956,Programming|Chemistry|Economics,Visual,Intermediate,Flexible,14.0,2025-08-25T05:33:34.726432
user_00149,36.0,Australia,si,PhD,0.0,2025-05-24T05:33:34.719956,Mathematics,Kinesthetic,Beginner,Afternoon,18.0,2025-09-13T05:33:34.726465
user_00150,16.0,Canada,fr,Other,0.0,2024-12-30T05:33:34.719956,English,Visual,Beginner,Afternoon,27.0,2025-09-30T05:33:34.726499
user_00151,40.0,Canada,fr,PhD,0.0,2024-09-13T05:33:34.719956,Economics|Mathematics|Biology,Auditory,Intermediate,Flexible,19.0,2025-11-22T05:33:34.726533
user_00152,28.0,Germany,ta,Bachelors,0.0,2025-02-20T05:33:34.719956,Physics|Economics|Programming,Visual,Advanced,Morning,20.0,2025-10-04T05:33:34.726567
user_00153,31.0,Australia,de,HighSchool,0.0,2024-11-16T05:33:34.719956,Mathematics|Programming,Visual,Intermediate,Afternoon,20.0,2025-08-30T05:33:34.726600
user_00154,27.0,Canada,en,Other,0.0,2024-12-07T05:33:34.719956,Mathematics,Kinesthetic,Advanced,Evening,22.0,2025-09-01T05:33:34.726633
user_00155,30.0,India,es,PhD,0.0,2024-09-23T05:33:34.719956,Chemistry|History|Physics,Reading/Writing,Beginner,Evening,15.0,2025-10-28T05:33:34.726673
user_00156,20.0,Sri Lanka,si,HighSchool,0.0,2024-12-19T05:33:34.719956,Design|Economics|Art,Kinesthetic,Beginner,Afternoon,27.0,2025-10-17T05:33:34.726707
user_00157,20.0,USA,en,Masters,0.0,2024-11-19T05:33:34.719956,Design|Art,Reading/Writing,Intermediate,Afternoon,15.0,2025-09-20T05:33:34.726740
user_00158,32.0,Canada,de,Masters,0.0,2024-09-03T05:33:34.719956,Physics|Design,Visual,Intermediate,Afternoon,15.0,2025-09-14T05:33:34.726773
user_00159,27.0,USA,ta,HighSchool,0.0,2024-06-22T05:33:34.719956,English|Art,Mixed,Advanced,Flexible,16.0,2025-11-01T05:33:34.726807
user_00160,19.0,Canada,de,Masters,0.0,2024-11-27T05:33:34.719956,Design|English|Mathematics,Visual,Advanced,Flexible,20.0,2025-10-07T05:33:34.726841
user_00161,22.0,Germany,es,Bachelors,0.0,2025-03-14T05:33:34.719956,Art|Mathematics|Chemistry,Visual,Beginner,Evening,11.0,2025-10-07T05:33:34.726875
user_00162,29.0,UK,fr,HighSchool,0.0,2024-06-13T05:33:34.719956,Programming|History,Reading/Writing,Beginner,Afternoon,24.0,2025-09-16T05:33:34.726909
user_00163,23.0,USA,de,Masters,0.0,2025-01-19T05:33:34.719956,Mathematics,Auditory,Intermediate,Flexible,18.0,2025-09-12T05:33:34.726944
user_00164,23.0,Sri Lanka,ta,Masters,0.0,2025-02-06T05:33:34.719956,English|Art|Biology,Visual,Beginner,Morning,22.0,2025-09-26T05:33:34.726984
user_00165,41.0,India,es,PhD,0.0,2024-06-11T05:33:34.719956,Programming|Physics,Mixed,Advanced,Evening,20.0,2025-10-15T05:33:34.727018
