user_id,package_id,timestamp,user_age,user_language,user_academic_level,user_pref_subjects_count_match,user_last_active_days,user_interaction_count_30d,package_price,package_sessions,package_language_match,package_avg_rating,package_popularity_7d,text_similarity_score,generator_origin_popularity,generator_origin_cf,generator_origin_embedding,time_of_day_sin,day_of_week_cos,label
user_00522,pkg_0164,2025-07-12T16:12:39.843482,30,si,Beginner,0,53,9,148.78,2,0,4.48,19,-5.9479,0,0,0,0.2091,-0.6215,0.0
user_00522,pkg_0058,2025-07-01T11:48:30.433734,30,si,Beginner,1,53,3,49.0,12,0,3.21,18,-0.579,0,0,1,0.8208,0.9687,0.0
user_00522,pkg_0031,2025-10-11T08:37:21.386561,30,si,Beginner,0,53,4,105.31,8,0,3.79,30,1.0565,0,0,0,-0.5503,0.4552,0.0
user_00522,pkg_0220,2025-07-25T07:59:02.674067,30,si,Beginner,1,53,8,235.86,2,1,4.08,16,3.1206,0,0,1,-0.9639,-0.7169,0.0
user_00522,pkg_0255,2025-08-23T15:19:31.403283,30,si,Beginner,0,53,5,177.51,6,1,3.23,22,-0.2115,0,0,1,-0.9891,-0.0566,0.2
user_00522,pkg_0209,2025-11-01T15:56:42.897034,30,si,Beginner,0,53,6,163.22,6,0,4.97,15,-5.2426,0,0,1,0.9553,-0.2596,0.0
user_00522,pkg_0303,2025-11-09T14:38:37.975968,30,si,Beginner,0,53,7,122.2,5,0,4.51,17,-1.4706,0,0,0,-0.7377,0.2017,0.2
user_00522,pkg_0451,2025-11-20T09:48:55.858078,30,si,Beginner,0,53,4,175.74,6,0,4.76,14,-4.222,0,0,1,0.3249,0.2117,0.0
user_00522,pkg_0385,2025-07-26T20:56:10.411050,30,si,Beginner,0,53,4,32.15,1,0,3.86,23,5.1801,0,0,1,-0.4434,0.7538,0.0
user_00522,pkg_0347,2025-09-06T08:05:47.183684,30,si,Beginner,0,53,3,79.62,8,0,3.85,22,1.9848,0,0,1,0.818,0.2135,0.05
user_00522,pkg_0076,2025-07-08T13:50:37.083370,30,si,Beginner,0,53,3,277.67,8,0,5.0,21,-2.2375,1,0,1,-0.9248,-0.0722,0.0
user_00522,pkg_0187,2025-08-22T13:31:05.644722,30,si,Beginner,0,53,7,5.22,10,0,4.8,17,0.3878,1,0,1,0.813,0.7862,0.0
user_00522,pkg_0307,2025-06-02T14:56:32.464528,30,si,Beginner,0,53,5,16.24,4,0,4.38,12,0.9013,0,0,1,-0.7045,-0.4512,0.0
user_00522,pkg_0366,2025-06-10T14:02:16.172372,30,si,Beginner,1,53,3,42.93,7,0,3.79,19,-1.0387,0,0,0,-0.6602,-0.6457,0.0
user_00522,pkg_0352,2025-09-09T12:35:59.980919,30,si,Beginner,0,53,6,5.0,9,0,3.58,20,3.1064,0,0,1,-0.7028,0.2924,0.0
user_00522,pkg_0333,2025-09-14T21:34:26.560425,30,si,Beginner,0,53,1,70.09,10,0,3.18,21,-2.0876,0,0,1,0.9982,-0.791,0.0
user_00522,pkg_0375,2025-07-18T00:10:21.521789,30,si,Beginner,0,53,5,234.39,2,0,4.08,20,-0.6624,0,0,1,0.3938,0.719,0.2
user_00738,pkg_0006,2025-07-16T19:59:09.921803,26,de,Beginner,1,10,7,229.38,1,0,4.24,19,1.6253,0,0,0,-0.0703,-0.7177,0.0
user_00738,pkg_0312,2025-06-26T16:26:51.362283,26,de,Beginner,0,10,6,202.53,4,0,5.0,31,-3.4972,0,0,1,-0.0949,-0.2988,0.0
user_00738,pkg_0133,2025-08-07T20:07:11.157303,26,de,Beginner,0,10,7,157.42,12,0,3.14,14,-2.1422,0,0,0,-0.2168,-0.9386,0.0
user_00738,pkg_0440,2025-08-27T18:50:57.973687,26,de,Beginner,0,10,0,25.65,10,0,3.86,18,-3.6934,1,1,1,-0.9121,0.357,0.0
user_00738,pkg_0399,2025-07-29T12:33:25.139000,26,de,Beginner,0,10,4,22.12,1,1,3.51,26,-3.4152,0,0,0,-0.007,0.8191,0.0
user_00738,pkg_0479,2025-08-02T17:36:57.075273,26,de,Beginner,0,10,7,134.65,12,0,4.07,10,4.9616,0,0,1,0.356,-0.2457,0.0
user_00738,pkg_0211,2025-10-12T07:02:42.855009,26,de,Beginner,0,10,7,146.63,11,0,4.12,17,-7.5086,0,0,1,0.8729,0.6491,0.0
user_00738,pkg_0318,2025-08-11T03:15:43.159861,26,de,Beginner,0,10,3,300.0,3,0,3.25,17,-10.0081,0,0,1,0.911,-0.6315,0.0
user_00738,pkg_0314,2025-10-06T09:57:02.347590,26,de,Beginner,1,10,1,229.67,3,0,4.47,16,-3.6583,0,1,0,0.977,-0.9533,0.0
user_00738,pkg_0046,2025-08-21T11:35:13.118042,26,de,Beginner,1,10,9,300.0,6,1,4.26,19,-4.6123,0,0,0,0.999,0.2059,0.0
user_00738,pkg_0387,2025-09-03T12:58:58.958145,26,de,Beginner,0,10,4,58.86,8,1,4.01,17,2.6787,0,0,0,-0.6406,-0.0492,0.0
user_00738,pkg_0117,2025-08-30T03:55:00.127779,26,de,Beginner,0,10,5,181.92,9,0,4.22,22,-5.2155,0,0,0,-0.5971,0.0671,0.0
user_00738,pkg_0096,2025-08-12T05:39:15.643662,26,de,Beginner,0,10,3,300.0,2,0,4.23,16,-8.4437,0,0,0,0.444,-0.9093,0.0
user_00738,pkg_0041,2025-06-08T21:35:45.717202,26,de,Beginner,1,10,3,136.12,11,1,3.93,27,1.6849,0,0,0,-0.9594,-0.5285,0.05
user_00738,pkg_0203,2025-08-05T10:12:39.142379,26,de,Beginner,1,10,7,206.77,5,1,3.95,12,0.7261,0,0,0,-0.5864,0.9999,0.0
user_00738,pkg_0461,2025-10-29T20:34:48.925383,26,de,Beginner,0,10,5,292.32,1,0,4.15,16,-0.1906,0,0,1,-0.8317,-0.2089,0.0
user_00738,pkg_0152,2025-09-29T23:30:49.330955,26,de,Beginner,1,10,2,75.32,11,0,4.83,23,2.0701,0,0,1,-0.3113,0.7127,0.0
user_00738,pkg_0430,2025-09-10T20:49:31.851778,26,de,Beginner,1,10,2,8.8,11,0,3.82,26,0.9475,0,0,0,0.8671,0.0568,0.0
user_00738,pkg_0381,2025-11-04T16:56:45.611329,26,de,Beginner,1,10,3,55.81,9,0,4.13,22,2.1312,0,0,1,0.8367,0.03,0.0
user_00738,pkg_0412,2025-10-05T12:51:57.619211,26,de,Beginner,0,10,2,32.12,4,0,3.53,13,0.3819,0,0,1,0.6562,-0.2868,0.0
user_00738,pkg_0265,2025-07-15T01:36:34.606640,26,de,Beginner,0,10,3,5.78,3,0,4.89,29,-2.429,0,0,1,0.5459,-0.4488,0.0
user_00738,pkg_0062,2025-07-29T17:40:32.058309,26,de,Beginner,0,10,5,140.22,9,1,4.36,17,9.9814,0,0,1,-0.4971,0.9371,0.05
user_00738,pkg_0491,2025-05-27T06:17:17.559010,26,de,Beginner,1,10,4,179.1,10,0,4.46,18,-6.7412,0,0,1,0.6342,0.8305,0.0
user_00738,pkg_0385,2025-07-24T20:25:21.421103,26,de,Beginner,0,10,3,32.15,1,0,3.86,29,-0.642,0,0,1,0.9942,-0.9956,0.0
user_00738,pkg_0008,2025-06-10T17:44:59.635168,26,de,Beginner,0,10,7,7.78,6,0,4.93,14,2.45,0,0,1,-0.4674,-0.9647,0.0
user_00738,pkg_0404,2025-06-25T19:11:57.742310,26,de,Beginner,1,10,4,104.34,3,0,4.5,23,-2.3987,0,0,0,-0.1714,-0.5722,0.0
user_00738,pkg_0095,2025-10-19T00:29:59.647067,26,de,Beginner,0,10,6,94.3,1,0,4.39,22,1.1458,0,0,1,0.9901,0.7351,0.0
user_00738,pkg_0344,2025-10-11T01:26:33.807092,26,de,Beginner,0,10,8,188.74,6,0,3.73,18,-1.8286,0,0,1,-0.5289,0.1024,0.0
user_00738,pkg_0118,2025-09-30T09:05:58.980419,26,de,Beginner,0,10,6,84.17,4,1,3.47,23,-0.0077,0,0,1,0.1755,-0.8849,0.0
user_00738,pkg_0254,2025-07-10T00:10:57.684741,26,de,Beginner,0,10,3,91.3,1,1,4.69,20,1.5544,0,0,0,-0.9652,0.2057,0.05
user_00738,pkg_0346,2025-07-28T21:55:38.540753,26,de,Beginner,0,10,8,121.63,10,0,4.21,20,4.231,1,0,1,0.2908,-0.1264,0.0
user_00738,pkg_0031,2025-08-04T22:32:11.937243,26,de,Beginner,0,10,4,105.31,8,0,3.79,12,1.1234,0,0,0,-0.7795,0.9084,0.0
user_00738,pkg_0466,2025-10-19T07:20:37.103723,26,de,Beginner,0,10,4,15.31,9,1,3.07,29,4.287,0,0,1,-0.6219,0.1285,0.0
user_00738,pkg_0073,2025-09-08T10:17:36.508015,26,de,Beginner,0,10,3,32.94,2,0,5.0,14,-4.8648,0,0,1,-0.7351,-0.0928,0.0
user_00738,pkg_0037,2025-07-01T07:50:21.653536,26,de,Beginner,0,10,9,62.61,5,0,5.0,17,1.9939,1,0,0,0.48,0.5181,0.0
user_00738,pkg_0136,2025-08-07T02:48:43.630193,26,de,Beginner,0,10,3,271.75,12,0,4.91,15,-4.5132,1,0,0,0.049,0.8306,0.0
user_00738,pkg_0347,2025-07-16T12:04:31.554136,26,de,Beginner,0,10,11,79.62,8,0,3.85,32,-3.7595,0,0,0,0.7577,0.2819,0.0
user_00738,pkg_0257,2025-09-05T04:06:26.373058,26,de,Beginner,1,10,5,95.93,2,0,3.84,20,0.4709,0,0,1,0.8274,-0.6966,0.0
user_00738,pkg_0490,2025-07-16T02:34:15.266866,26,de,Beginner,1,10,4,220.56,2,0,4.53,22,3.5132,0,0,0,-0.6329,-0.6448,0.05
user_00738,pkg_0463,2025-10-27T12:05:46.185733,26,de,Beginner,1,10,7,124.49,12,0,4.45,24,2.7973,0,0,1,-0.2963,-0.4721,0.0
user_00738,pkg_0050,2025-06-22T15:24:52.962853,26,de,Beginner,1,10,4,218.25,1,0,4.37,14,1.1137,0,0,1,-0.8039,0.3019,0.0
user_00738,pkg_0125,2025-10-23T01:13:32.828429,26,de,Beginner,1,10,6,45.66,7,0,4.14,18,4.9312,0,0,0,-0.7279,0.8068,0.0
user_00738,pkg_0183,2025-08-22T14:55:58.350832,26,de,Beginner,1,10,8,26.94,12,1,4.54,29,0.0962,0,0,0,0.9982,-0.874,0.0
user_00738,pkg_0114,2025-05-30T08:59:46.139759,26,de,Beginner,0,10,5,218.66,7,0,3.82,13,6.408,0,0,1,-0.4197,0.0412,0.0
user_00738,pkg_0139,2025-08-21T22:11:42.934333,26,de,Beginner,0,10,4,300.0,7,0,5.0,22,-2.6797,0,0,0,0.9881,-0.9152,0.0
user_00738,pkg_0074,2025-09-02T19:23:25.184851,26,de,Beginner,0,10,1,86.38,2,0,4.84,22,0.8486,0,0,1,-0.4041,0.9693,0.0
user_00738,pkg_0495,2025-08-23T06:12:51.701392,26,de,Beginner,0,10,6,101.72,2,0,4.25,18,1.2531,1,0,0,0.3175,-0.3227,0.0
user_00738,pkg_0258,2025-06-12T21:11:07.556238,26,de,Beginner,0,10,2,28.56,4,0,3.6,13,0.3262,0,0,0,0.4501,0.7841,0.0
user_00738,pkg_0286,2025-07-09T02:26:56.585444,26,de,Beginner,0,10,5,29.82,2,1,4.7,16,0.8412,0,0,1,0.9718,-0.7838,0.0
user_00738,pkg_0445,2025-09-17T08:23:35.423112,26,de,Beginner,0,10,8,59.93,4,0,3.96,18,3.539,0,1,0,0.9251,-0.9993,0.0
user_00741,pkg_0063,2025-09-21T10:12:17.306648,22,fr,Advanced,1,25,3,10.57,11,0,3.52,19,0.215,0,0,1,-0.1625,0.4699,0.0
user_00741,pkg_0492,2025-08-29T18:51:24.200707,22,fr,Advanced,0,25,7,65.19,1,0,3.5,15,-1.6283,0,0,1,-0.6553,0.5696,0.05
user_00741,pkg_0316,2025-09-22T12:36:14.580005,22,fr,Advanced,0,25,0,9.91,2,0,4.34,22,6.2539,0,0,1,-0.8351,0.8404,0.0
user_00741,pkg_0357,2025-06-13T14:20:52.184163,22,fr,Advanced,0,25,2,26.91,6,0,4.25,21,0.2171,0,0,1,-0.9372,0.7268,0.05
user_00741,pkg_0266,2025-06-05T19:55:13.303954,22,fr,Advanced,1,25,2,300.0,5,0,4.53,28,2.8359,0,0,1,-0.5349,-0.9989,0.0
user_00741,pkg_0286,2025-05-27T10:55:24.175246,22,fr,Advanced,1,25,5,29.82,2,0,4.7,27,0.4577,0,0,0,-0.6463,-0.9034,0.0
user_00741,pkg_0213,2025-06-09T22:31:32.468915,22,fr,Advanced,0,25,7,102.83,12,1,3.98,31,0.9541,0,0,0,0.8896,0.9965,0.0
user_00741,pkg_0312,2025-10-09T03:01:40.431328,22,fr,Advanced,0,25,2,202.53,4,0,5.0,16,-2.6353,0,1,1,0.9222,-0.9994,0.0
user_00741,pkg_0089,2025-11-01T18:24:28.416094,22,fr,Advanced,0,25,5,8.63,7,0,3.88,21,3.1247,1,0,1,-0.9833,0.6147,0.0
user_00741,pkg_0437,2025-11-07T15:02:23.090091,22,fr,Advanced,0,25,4,78.91,9,0,3.05,22,0.3858,0,0,0,0.9245,-0.806,0.0
user_00741,pkg_0334,2025-08-29T04:07:26.812686,22,fr,Advanced,0,25,1,94.69,4,0,3.81,13,6.5751,0,0,0,-0.6517,-0.7896,0.0
user_00741,pkg_0176,2025-09-13T12:22:35.146142,22,fr,Advanced,0,25,5,300.0,3,0,4.08,19,-1.108,0,0,1,0.6384,0.7083,0.0
user_00741,pkg_0271,2025-06-23T08:08:24.316400,22,fr,Advanced,0,25,5,267.61,11,0,4.41,17,-1.7692,0,0,1,-0.9026,-0.9519,0.05
user_00741,pkg_0422,2025-10-22T19:36:56.359639,22,fr,Advanced,1,25,4,300.0,5,0,3.27,18,2.0302,0,0,1,-0.9939,0.9471,0.0
user_00741,pkg_0020,2025-10-05T06:50:13.884308,22,fr,Advanced,0,25,7,85.05,9,0,3.75,25,-8.5009,0,0,1,-0.9875,-0.9596,0.0
user_00741,pkg_0254,2025-09-28T04:14:14.761694,22,fr,Advanced,0,25,4,91.3,1,0,4.69,22,1.0566,0,0,1,0.7791,-0.784,0.0
user_00741,pkg_0094,2025-08-17T04:52:42.364827,22,fr,Advanced,0,25,10,72.28,3,0,2.96,18,7.6816,0,0,1,-0.7563,0.4098,0.0
user_00741,pkg_0226,2025-08-18T03:01:33.117547,22,fr,Advanced,1,25,4,15.3,8,0,3.6,25,1.8888,0,0,1,0.0289,0.9976,0.0
user_00741,pkg_0303,2025-09-09T11:36:33.329228,22,fr,Advanced,0,25,5,122.2,5,1,4.51,25,1.5575,0,0,0,0.8151,-0.2485,0.0
user_00741,pkg_0306,2025-07-28T09:29:07.846456,22,fr,Advanced,1,25,4,300.0,6,0,4.17,26,-1.5286,0,0,1,0.8037,-0.7059,0.0
user_00741,pkg_0043,2025-08-13T00:10:03.095385,22,fr,Advanced,0,25,5,204.33,2,0,4.11,20,0.1752,0,0,1,-0.4907,0.9993,0.0
user_00741,pkg_0425,2025-11-03T19:00:42.802696,22,fr,Advanced,0,25,4,24.31,2,0,3.87,21,0.8447,0,0,1,0.2757,0.1308,0.0
user_00741,pkg_0109,2025-10-10T21:01:09.448380,22,fr,Advanced,0,25,7,185.11,6,0,4.37,20,9.4242,0,0,0,0.955,-0.9612,0.0
user_00741,pkg_0330,2025-06-09T11:56:44.643344,22,fr,Advanced,0,25,8,300.0,2,0,3.99,22,-0.2363,0,0,1,0.1642,-0.0201,0.0
user_00741,pkg_0400,2025-09-09T11:03:12.809227,22,fr,Advanced,0,25,6,300.0,11,0,4.86,10,1.006,0,0,0,0.9943,0.9011,0.05
user_00741,pkg_0439,2025-11-08T22:54:19.093690,22,fr,Advanced,0,25,7,120.03,3,0,3.78,18,-0.5939,0,0,1,-0.0343,-0.924,0.0
user_00741,pkg_0218,2025-08-07T16:51:36.425580,22,fr,Advanced,1,25,3,113.89,2,0,4.54,16,0.9375,0,0,0,-0.8652,-0.9781,0.0
user_00741,pkg_0170,2025-09-02T09:20:00.662006,22,fr,Advanced,0,25,10,89.26,3,1,3.55,20,-0.9906,0,0,0,-0.8964,-0.8809,0.2
user_00741,pkg_0442,2025-06-03T09:09:03.045979,22,fr,Advanced,1,25,1,6.98,12,1,5.0,23,1.1286,0,0,0,-0.5369,-0.6091,0.0
user_00741,pkg_0456,2025-09-11T21:37:02.038485,22,fr,Advanced,0,25,5,188.02,12,0,3.62,18,-6.7626,0,0,0,0.9661,0.9915,0.0
user_00741,pkg_0374,2025-08-30T09:15:05.144030,22,fr,Advanced,0,25,8,233.89,1,0,4.45,16,-6.4087,0,0,1,0.5947,-0.303,0.0
user_00741,pkg_0052,2025-06-16T07:18:30.510042,22,fr,Advanced,1,25,8,30.51,3,0,4.1,15,2.9212,0,0,0,-0.6953,-0.9525,0.0
user_00741,pkg_0300,2025-06-05T03:51:31.895075,22,fr,Advanced,0,25,8,119.49,2,0,4.73,19,1.5042,0,0,1,-0.944,0.7016,0.0
user_00741,pkg_0240,2025-09-26T02:02:06.104130,22,fr,Advanced,0,25,4,300.0,10,1,4.26,18,4.5044,0,0,1,0.7343,-0.9861,0.0
user_00741,pkg_0263,2025-08-01T08:22:03.800079,22,fr,Advanced,0,25,2,298.85,9,0,3.46,27,5.2523,0,0,1,-0.8951,-0.1333,0.0
user_00741,pkg_0057,2025-09-10T02:28:45.312285,22,fr,Advanced,1,25,11,300.0,9,0,3.62,27,2.368,0,0,1,-0.4742,0.0924,0.05
user_00741,pkg_0429,2025-10-05T01:16:25.993050,22,fr,Advanced,1,25,1,120.68,3,0,3.17,17,-2.1871,0,0,1,-0.7369,-0.4298,0.0
user_00741,pkg_0384,2025-11-07T05:49:16.078069,22,fr,Advanced,1,25,5,285.86,7,0,5.0,23,-1.2623,0,0,1,0.6893,-0.8809,0.0
user_00741,pkg_0171,2025-07-08T14:27:51.520252,22,fr,Advanced,0,25,3,29.71,8,0,4.57,27,-1.4435,0,0,0,-0.5589,-0.8932,0.0
user_00741,pkg_0067,2025-09-23T02:50:36.555966,22,fr,Advanced,1,25,3,17.9,3,1,3.66,18,-5.297,0,0,0,0.477,0.1296,0.0
user_00741,pkg_0068,2025-07-23T11:14:00.380393,22,fr,Advanced,1,25,6,83.5,2,0,4.67,29,-1.4387,0,0,1,-0.8456,-0.7991,0.0
user_00741,pkg_0460,2025-07-27T00:58:44.571395,22,fr,Advanced,0,25,7,63.39,1,0,4.56,12,1.7316,0,0,0,-0.6544,-0.998,0.05
user_00741,pkg_0163,2025-07-21T19:19:02.146678,22,fr,Advanced,0,25,6,71.58,3,0,5.0,17,-2.5262,0,0,0,0.8499,-0.6234,0.0
user_00741,pkg_0449,2025-11-09T18:46:45.524984,22,fr,Advanced,0,25,2,300.0,10,0,5.0,16,-5.483,0,0,1,-0.3507,0.998,0.0
user_00741,pkg_0084,2025-07-08T20:53:18.342567,22,fr,Advanced,0,25,4,187.59,9,1,4.36,21,7.4178,0,1,1,-0.3745,-0.9969,0.0
user_00741,pkg_0406,2025-09-30T12:20:45.638502,22,fr,Advanced,1,25,5,50.23,3,1,3.6,19,-1.2692,0,0,0,0.9998,0.9986,0.0
user_00741,pkg_0054,2025-07-26T13:40:43.206460,22,fr,Advanced,1,25,8,75.07,12,0,3.55,22,-5.3537,0,0,1,-0.94,-0.5963,0.0
user_00741,pkg_0366,2025-06-05T13:28:48.316346,22,fr,Advanced,0,25,6,42.93,7,0,3.79,32,1.4099,0,0,1,0.8213,0.9962,0.0
user_00741,pkg_0072,2025-07-27T03:17:39.502885,22,fr,Advanced,1,25,3,300.0,6,0,3.58,21,-7.5627,0,0,1,-0.4264,-0.486,0.0
user_00741,pkg_0167,2025-10-07T06:06:52.210384,22,fr,Advanced,0,25,5,204.6,11,1,4.93,20,0.5228,0,0,0,0.9156,0.0854,0.0
user_00661,pkg_0238,2025-07-22T09:33:37.332047,33,fr,Intermediate,0,69,7,300.0,6,0,4.6,16,-1.8021,1,0,0,-0.5744,0.4865,0.0
user_00661,pkg_0310,2025-07-05T02:38:09.769690,33,fr,Intermediate,1,69,7,16.07,12,0,3.87,25,3.9265,0,0,1,0.6314,-0.9645,0.0
user_00661,pkg_0390,2025-11-16T06:22:16.015790,33,fr,Intermediate,1,69,8,300.0,4,0,5.0,22,-0.2098,0,0,0,-0.9956,-0.519,0.2
user_00661,pkg_0327,2025-09-18T18:12:05.050505,33,fr,Intermediate,0,69,5,58.13,8,1,4.3,24,-1.2451,1,0,1,0.9667,-0.9889,0.0
user_00661,pkg_0266,2025-08-12T17:33:47.746922,33,fr,Intermediate,1,69,3,300.0,5,0,4.53,21,3.3029,0,0,0,-0.8705,0.6016,0.0
user_00661,pkg_0434,2025-07-29T23:21:50.546905,33,fr,Intermediate,0,69,4,300.0,9,0,3.06,24,-5.2391,0,1,1,-0.7421,-0.5228,0.0
user_00661,pkg_0307,2025-11-08T23:53:51.105351,33,fr,Intermediate,0,69,5,16.24,4,1,4.38,24,4.5524,0,0,1,0.6373,0.3144,0.0
user_00661,pkg_0333,2025-06-11T09:34:39.164384,33,fr,Intermediate,1,69,4,70.09,10,0,3.18,20,-0.3049,0,0,0,0.1915,0.9635,0.0
user_00661,pkg_0034,2025-08-18T13:09:46.098507,33,fr,Intermediate,0,69,4,265.41,9,0,3.84,25,2.1593,1,0,0,-1.0,-0.7441,0.0
user_00661,pkg_0156,2025-09-25T11:16:25.798415,33,fr,Intermediate,0,69,6,96.14,4,0,3.71,25,4.1444,0,0,0,0.9527,0.5015,0.0
user_00661,pkg_0416,2025-07-17T20:46:19.038934,33,fr,Intermediate,0,69,4,31.85,4,0,4.7,18,-5.5617,0,0,1,0.9192,-0.3987,0.0
user_00661,pkg_0282,2025-07-10T02:39:06.721495,33,fr,Intermediate,0,69,6,38.02,4,0,3.72,19,-3.1686,0,0,1,-0.0678,0.8336,0.05
user_00661,pkg_0003,2025-09-05T13:16:01.511079,33,fr,Intermediate,0,69,4,300.0,12,0,5.0,13,3.0037,0,0,1,-0.2727,0.9876,0.0
