userId,eventType,packageId,sessionTime,paid,sessionDuration,timestamp,query_text,filters,resultsCount,rating,review_text,educatorId,messageCount,lastMessageAt
user_00669,message,,,,,2025-09-26T08:24:12.464605,,,,,,educ_0016,6.0,2025-09-26T08:24:12.464605
user_00212,message,,,,,2025-07-03T06:20:43.224435,,,,,,educ_0032,4.0,2025-07-03T06:20:43.224435
user_00709,view,pkg_0370,32.7,0.0,,2025-09-12T02:57:16.715678,,,,,,,,
user_00487,view,pkg_0409,19.5,0.0,,2025-08-08T01:29:27.915931,,,,,,,,
user_00941,message,,,,,2025-11-21T16:18:40.981619,,,,,,educ_0066,1.0,2025-11-21T16:18:40.981619
user_00711,view,pkg_0178,48.4,0.0,,2025-08-01T03:50:15.818762,,,,,,,,
user_00704,view,pkg_0103,36.8,0.0,,2025-10-24T04:01:16.638460,,,,,,,,
user_00761,search,,,,,2025-11-05T16:37:39.660000,physics lessons,"{""subject"": ""English"", ""level"": ""Beginner"", ""language"": ""ta"", ""priceRange"": ""20-50""}",174.0,,,,,
user_00672,click,pkg_0257,37.7,0.0,,2025-08-08T08:35:59.221142,,,,,,,,
user_00475,view,pkg_0436,9.2,0.0,,2025-07-26T12:09:22.458780,,,,,,,,
user_00722,rating,pkg_0076,,,,2025-07-09T10:28:00.687390,,,,3.8,Very helpful,,,
user_00489,view,pkg_0374,16.3,0.0,,2025-08-07T12:12:02.434692,,,,,,,,
user_00062,click,pkg_0053,10.9,0.0,,2025-06-27T10:54:31.596242,,,,,,,,
user_00077,booking,pkg_0219,38.4,1.0,90.0,2025-10-23T07:21:40.046865,,,,,,,,
user_00110,view,pkg_0059,20.9,0.0,,2025-06-05T19:45:32.250429,,,,,,,,
user_00858,view,pkg_0090,56.7,0.0,,2025-09-07T08:19:18.967385,,,,,,,,
user_00856,view,pkg_0096,6.6,0.0,,2025-09-07T14:01:19.531257,,,,,,,,
user_00185,click,pkg_0049,59.8,0.0,,2025-11-22T07:09:00.619657,,,,,,,,
user_00912,view,pkg_0032,28.2,0.0,,2025-09-25T15:35:40.732528,,,,,,,,
user_00026,rating,pkg_0472,,,,2025-08-16T05:15:25.129733,,,,4.0,Very helpful,,,
user_00826,message,,,,,2025-08-06T10:29:03.875686,,,,,,educ_0008,3.0,2025-08-06T10:29:03.875686
user_00702,search,,,,,2025-06-01T17:40:43.778737,programming basics,"{""subject"": ""Design"", ""level"": ""Intermediate"", ""language"": ""si"", ""priceRange"": ""50-100""}",71.0,,,,,
user_00386,view,pkg_0082,36.0,0.0,,2025-10-27T14:25:05.170306,,,,,,,,
user_00802,view,pkg_0277,17.2,0.0,,2025-11-19T08:20:11.625414,,,,,,,,
user_00577,search,,,,,2025-08-06T17:55:42.195482,math tutoring,"{""subject"": ""Chemistry"", ""level"": ""Intermediate"", ""language"": ""fr"", ""priceRange"": ""50-100""}",27.0,,,,,
user_00716,view,pkg_0359,13.7,0.0,,2025-10-06T07:48:29.055758,,,,,,,,
user_00777,view,pkg_0421,26.3,0.0,,2025-08-31T16:24:51.015538,,,,,,,,
user_00357,click,pkg_0031,11.9,0.0,,2025-07-19T17:28:00.291226,,,,,,,,
user_00441,click,pkg_0233,52.5,0.0,,2025-08-16T08:07:50.879578,,,,,,,,
user_00567,click,pkg_0136,39.3,0.0,,2025-07-29T11:58:03.351372,,,,,,,,
user_00642,view,pkg_0155,49.9,0.0,,2025-05-31T03:58:21.273884,,,,,,,,
user_00429,click,pkg_0087,7.5,0.0,,2025-11-21T20:30:11.922310,,,,,,,,
user_00011,click,pkg_0305,7.6,0.0,,2025-11-08T19:44:31.452107,,,,,,,,
user_00191,click,pkg_0452,49.8,0.0,,2025-11-05T17:59:24.157009,,,,,,,,
user_00635,search,,,,,2025-07-12T10:23:07.493647,design portfolio,"{""subject"": ""Biology"", ""level"": ""Beginner"", ""language"": ""si"", ""priceRange"": ""50-100""}",49.0,,,,,
user_00254,view,pkg_0035,7.2,0.0,,2025-05-27T13:55:39.821703,,,,,,,,
user_00830,view,pkg_0059,39.0,0.0,,2025-09-20T22:02:57.505470,,,,,,,,
user_00747,view,pkg_0116,52.0,0.0,,2025-07-26T08:04:11.562903,,,,,,,,
user_00595,view,pkg_0320,15.7,0.0,,2025-09-03T13:56:41.323840,,,,,,,,
user_00795,view,pkg_0202,55.6,0.0,,2025-10-31T01:15:49.882363,,,,,,,,
user_00607,view,pkg_0289,46.1,0.0,,2025-05-28T01:44:41.165099,,,,,,,,
user_00552,message,,,,,2025-07-06T20:18:51.979138,,,,,,educ_0033,3.0,2025-07-06T20:18:51.979138
user_00093,view,pkg_0385,37.9,0.0,,2025-09-08T00:54:20.593256,,,,,,,,
user_00321,message,,,,,2025-09-13T22:58:54.525463,,,,,,educ_0137,2.0,2025-09-13T22:58:54.525463
user_00249,message,,,,,2025-08-06T13:47:45.803633,,,,,,educ_0026,5.0,2025-08-06T13:47:45.803633
user_00381,view,pkg_0305,47.6,0.0,,2025-06-07T01:09:51.697055,,,,,,,,
user_00275,click,pkg_0319,59.2,0.0,,2025-09-06T01:51:47.838371,,,,,,,,
user_00101,view,pkg_0052,31.5,0.0,,2025-06-28T05:22:38.316851,,,,,,,,
user_00238,click,pkg_0243,22.5,0.0,,2025-06-18T17:09:18.252010,,,,,,,,
user_00684,rating,pkg_0053,,,,2025-09-16T22:48:21.619054,,,,2.9,Very helpful,,,
user_00719,search,,,,,2025-09-15T02:21:13.005100,math tutoring,"{""subject"": ""Mathematics"", ""level"": ""Advanced"", ""language"": ""fr"", ""priceRange"": ""20-50""}",168.0,,,,,
user_00760,rating,pkg_0139,,,,2025-11-04T23:26:09.030300,,,,3.2,Great,,,
user_00196,view,pkg_0441,23.3,0.0,,2025-06-14T15:31:00.604943,,,,,,,,
user_00011,view,pkg_0052,37.0,0.0,,2025-07-14T17:08:51.718578,,,,,,,,
user_00108,view,pkg_0249,55.5,0.0,,2025-09-23T04:41:13.095285,,,,,,,,
user_00473,click,pkg_0192,43.1,0.0,,2025-07-12T19:18:04.233890,,,,,,,,
user_00258,rating,pkg_0363,,,,2025-06-22T22:10:03.565313,,,,2.2,Not what I expected,,,
user_00644,click,pkg_0303,14.9,0.0,,2025-07-24T00:05:38.452584,,,,,,,,
user_00950,message,,,,,2025-07-20T05:25:59.611345,,,,,,educ_0196,4.0,2025-07-20T05:25:59.611345
user_00505,click,pkg_0451,17.9,0.0,,2025-10-22T17:49:19.992245,,,,,,,,
user_00175,view,pkg_0184,53.0,0.0,,2025-11-20T04:09:56.522643,,,,,,,,
user_00966,search,,,,,2025-07-27T04:49:14.190690,physics lessons,"{""subject"": ""English"", ""level"": ""Beginner"", ""language"": ""fr"", ""priceRange"": ""50-100""}",162.0,,,,,
user_00516,click,pkg_0425,45.6,0.0,,2025-07-30T10:17:32.806980,,,,,,,,
user_00176,message,,,,,2025-07-23T09:12:50.439942,,,,,,educ_0120,4.0,2025-07-23T09:12:50.439942
user_00808,view,pkg_0065,41.2,0.0,,2025-10-06T15:15:39.196513,,,,,,,,
user_00798,view,pkg_0378,25.5,0.0,,2025-07-20T08:58:50.871976,,,,,,,,
user_00805,view,pkg_0446,24.3,0.0,,2025-06-25T18:28:32.197562,,,,,,,,
user_00774,search,,,,,2025-06-28T23:08:24.656629,programming basics,"{""subject"": ""English"", ""level"": ""Intermediate"", ""language"": ""si"", ""priceRange"": ""100+""}",48.0,,,,,
user_00604,click,pkg_0436,57.0,0.0,,2025-11-01T10:10:25.864916,,,,,,,,
user_00812,view,pkg_0305,5.6,0.0,,2025-11-08T06:56:35.813532,,,,,,,,
user_00014,view,pkg_0021,12.4,0.0,,2025-09-21T13:09:44.975728,,,,,,,,
user_00409,search,,,,,2025-11-08T11:08:48.241392,design portfolio,"{""subject"": ""Programming"", ""level"": ""Intermediate"", ""language"": ""si"", ""priceRange"": ""20-50""}",17.0,,,,,
user_00489,booking,pkg_0315,9.1,1.0,30.0,2025-09-19T17:07:07.236182,,,,,,,,
user_00589,view,pkg_0069,13.8,0.0,,2025-08-01T03:57:22.271769,,,,,,,,
user_00857,view,pkg_0437,5.3,0.0,,2025-06-11T10:55:43.766855,,,,,,,,
user_00048,view,pkg_0249,41.2,0.0,,2025-05-30T14:07:44.761828,,,,,,,,
user_00329,view,pkg_0426,51.2,0.0,,2025-08-07T04:43:50.355147,,,,,,,,
user_00486,message,,,,,2025-10-30T06:40:26.531723,,,,,,educ_0075,5.0,2025-10-30T06:40:26.531723
user_00731,message,,,,,2025-05-28T15:53:42.808124,,,,,,educ_0049,2.0,2025-05-28T15:53:42.808124
user_00205,view,pkg_0439,17.3,0.0,,2025-06-12T06:45:23.629818,,,,,,,,
user_00114,view,pkg_0059,5.7,0.0,,2025-10-29T13:15:17.146258,,,,,,,,
user_00960,click,pkg_0154,12.5,0.0,,2025-07-12T13:26:01.616567,,,,,,,,
user_00205,click,pkg_0060,55.3,0.0,,2025-08-04T13:03:01.477546,,,,,,,,
user_00202,view,pkg_0268,24.9,0.0,,2025-08-18T09:30:23.595915,,,,,,,,
user_00974,view,pkg_0405,18.8,0.0,,2025-11-07T14:36:44.885437,,,,,,,,
user_00300,view,pkg_0415,8.8,0.0,,2025-11-18T11:49:11.120994,,,,,,,,
user_00336,rating,pkg_0045,,,,2025-06-13T19:08:45.627803,,,,3.1,Excellent,,,
user_00635,view,pkg_0022,53.5,0.0,,2025-06-29T12:18:29.903397,,,,,,,,
user_00294,view,pkg_0040,47.3,0.0,,2025-08-14T15:38:18.190921,,,,,,,,
user_00173,view,pkg_0257,50.3,0.0,,2025-07-28T04:12:55.169749,,,,,,,,
user_00587,view,pkg_0184,53.1,0.0,,2025-09-06T21:04:32.547716,,,,,,,,
user_00792,view,pkg_0215,35.8,0.0,,2025-10-07T18:35:13.515207,,,,,,,,
user_00043,view,pkg_0376,43.8,0.0,,2025-08-18T14:23:08.003998,,,,,,,,
user_00065,click,pkg_0117,32.5,0.0,,2025-11-18T12:00:32.671932,,,,,,,,
user_00346,click,pkg_0090,10.0,0.0,,2025-07-22T07:19:10.626785,,,,,,,,
user_00744,view,pkg_0428,48.9,0.0,,2025-07-23T15:40:44.583462,,,,,,,,
user_00596,click,pkg_0026,21.8,0.0,,2025-08-20T03:52:17.225061,,,,,,,,
user_00867,click,pkg_0234,32.8,0.0,,2025-08-08T05:27:14.540621,,,,,,,,
user_00929,view,pkg_0373,25.6,0.0,,2025-07-15T08:00:58.844513,,,,,,,,
user_00556,click,pkg_0450,27.9,0.0,,2025-10-25T23:28:28.966915,,,,,,,,
user_00918,view,pkg_0387,17.9,0.0,,2025-08-19T00:50:04.793807,,,,,,,,
user_00567,message,,,,,2025-11-05T06:04:21.006757,,,,,,educ_0186,3.0,2025-11-05T06:04:21.006757
user_00904,click,pkg_0481,8.3,0.0,,2025-08-28T13:15:12.411197,,,,,,,,
user_00464,view,pkg_0006,47.7,0.0,,2025-09-29T01:09:54.567031,,,,,,,,
user_00316,view,pkg_0011,21.0,0.0,,2025-09-29T10:22:25.477460,,,,,,,,
user_00242,view,pkg_0461,7.0,0.0,,2025-10-09T04:21:50.503735,,,,,,,,
user_00723,view,pkg_0109,6.5,0.0,,2025-07-13T17:14:02.901417,,,,,,,,
user_00495,click,pkg_0242,43.5,0.0,,2025-09-23T02:39:37.258353,,,,,,,,
user_00909,message,,,,,2025-09-02T00:08:51.117489,,,,,,educ_0128,4.0,2025-09-02T00:08:51.117489
user_00910,rating,pkg_0315,,,,2025-11-06T21:28:00.045534,,,,4.1,Great,,,
user_00790,view,pkg_0112,32.6,0.0,,2025-08-26T04:39:27.063235,,,,,,,,
user_00338,click,pkg_0385,16.3,0.0,,2025-10-18T18:42:03.934214,,,,,,,,
user_00425,view,pkg_0205,6.3,0.0,,2025-09-25T18:05:04.835360,,,,,,,,
user_00865,view,pkg_0433,41.9,0.0,,2025-11-21T12:29:34.825733,,,,,,,,
user_00310,view,pkg_0031,19.4,0.0,,2025-06-20T08:51:56.604344,,,,,,,,
user_00878,view,pkg_0350,44.8,0.0,,2025-10-11T16:41:27.503352,,,,,,,,
user_00031,view,pkg_0206,47.0,0.0,,2025-07-03T03:19:24.835436,,,,,,,,
user_00592,message,,,,,2025-09-25T19:42:31.498656,,,,,,educ_0099,5.0,2025-09-25T19:42:31.498656
user_00596,view,pkg_0345,59.7,0.0,,2025-10-24T17:26:50.936497,,,,,,,,
user_00836,view,pkg_0215,43.6,0.0,,2025-06-24T02:30:31.872174,,,,,,,,
user_00989,message,,,,,2025-07-02T18:27:36.205366,,,,,,educ_0173,4.0,2025-07-02T18:27:36.205366
user_00756,message,,,,,2025-05-27T17:57:23.193832,,,,,,educ_0094,3.0,2025-05-27T17:57:23.193832
user_00176,view,pkg_0498,53.6,0.0,,2025-07-17T19:27:04.578234,,,,,,,,
user_00691,click,pkg_0058,20.5,0.0,,2025-11-14T21:49:46.714641,,,,,,,,
user_00794,view,pkg_0307,14.9,0.0,,2025-11-18T19:00:59.213652,,,,,,,,
user_00632,view,pkg_0133,59.8,0.0,,2025-08-31T08:54:12.977448,,,,,,,,
user_00544,view,pkg_0338,48.2,0.0,,2025-11-22T08:16:22.704916,,,,,,,,
user_00832,search,,,,,2025-06-22T12:12:46.589782,physics lessons,"{""subject"": ""Economics"", ""level"": ""Beginner"", ""language"": ""de"", ""priceRange"": ""100+""}",128.0,,,,,
user_00881,message,,,,,2025-08-04T03:42:02.030658,,,,,,educ_0153,2.0,2025-08-04T03:42:02.030658
user_00695,search,,,,,2025-11-01T16:54:22.776948,math tutoring,"{""subject"": ""Design"", ""level"": ""Advanced"", ""language"": ""ta"", ""priceRange"": ""20-50""}",167.0,,,,,
user_00524,search,,,,,2025-05-27T10:28:09.399801,math tutoring,"{""subject"": ""Art"", ""level"": ""Beginner"", ""language"": ""fr"", ""priceRange"": ""20-50""}",105.0,,,,,
user_00646,view,pkg_0263,39.6,0.0,,2025-08-14T14:34:52.568545,,,,,,,,
user_00033,view,pkg_0233,13.8,0.0,,2025-11-04T21:04:49.234363,,,,,,,,
user_00154,view,pkg_0334,52.9,0.0,,2025-09-11T18:16:04.300048,,,,,,,,
user_00304,booking,pkg_0339,51.8,1.0,90.0,2025-10-25T04:45:43.152694,,,,,,,,
user_00151,view,pkg_0329,40.6,0.0,,2025-09-22T22:57:11.868720,,,,,,,,
user_00647,view,pkg_0480,37.6,0.0,,2025-06-09T07:38:50.762335,,,,,,,,
user_00116,click,pkg_0088,49.0,0.0,,2025-11-01T20:05:18.967233,,,,,,,,
user_00416,view,pkg_0431,5.9,0.0,,2025-05-29T01:33:20.755652,,,,,,,,
user_00640,view,pkg_0473,28.2,0.0,,2025-06-06T05:11:37.604405,,,,,,,,
user_00689,message,,,,,2025-07-13T02:56:01.848101,,,,,,educ_0136,5.0,2025-07-13T02:56:01.848101
user_00391,click,pkg_0461,5.3,0.0,,2025-06-28T13:59:49.327847,,,,,,,,
user_00183,search,,,,,2025-10-08T09:22:03.551045,english conversation,"{""subject"": ""Chemistry"", ""level"": ""Advanced"", ""language"": ""ta"", ""priceRange"": ""20-50""}",104.0,,,,,
user_00611,search,,,,,2025-06-12T08:41:29.340363,physics lessons,"{""subject"": ""Programming"", ""level"": ""Beginner"", ""language"": ""en"", ""priceRange"": ""20-50""}",141.0,,,,,
user_00932,view,pkg_0128,38.6,0.0,,2025-08-16T07:08:17.280631,,,,,,,,
user_00665,click,pkg_0125,25.6,0.0,,2025-05-27T06:55:17.047975,,,,,,,,
user_00137,booking,pkg_0182,17.2,1.0,90.0,2025-11-02T23:47:45.567846,,,,,,,,
user_00262,view,pkg_0405,25.2,0.0,,2025-06-10T00:18:51.374414,,,,,,,,
user_00965,view,pkg_0424,43.6,0.0,,2025-05-29T09:40:21.250554,,,,,,,,
user_00861,rating,pkg_0448,,,,2025-08-26T04:22:27.733028,,,,4.3,Highly recommend,,,
user_00584,view,pkg_0481,44.2,0.0,,2025-08-24T11:07:48.601220,,,,,,,,
user_00421,view,pkg_0020,26.0,0.0,,2025-06-30T22:10:52.412798,,,,,,,,
user_00827,view,pkg_0146,37.2,0.0,,2025-10-13T18:50:34.181050,,,,,,,,
user_00133,view,pkg_0070,46.2,0.0,,2025-07-21T22:08:15.184521,,,,,,,,
user_00975,view,pkg_0493,27.6,0.0,,2025-09-12T11:43:17.690736,,,,,,,,
user_00635,view,pkg_0486,56.2,0.0,,2025-08-03T17:16:05.193321,,,,,,,,
user_00598,view,pkg_0302,55.3,0.0,,2025-06-29T14:56:05.700379,,,,,,,,
user_00618,click,pkg_0385,35.4,0.0,,2025-10-05T14:27:34.487195,,,,,,,,
user_00489,rating,pkg_0231,,,,2025-08-06T17:07:28.495848,,,,2.0,Could be better,,,
user_00192,view,pkg_0127,19.0,0.0,,2025-10-13T19:43:42.654038,,,,,,,,
user_00177,search,,,,,2025-11-13T14:15:22.665400,math tutoring,"{""subject"": ""Programming"", ""level"": ""Beginner"", ""language"": ""fr"", ""priceRange"": ""20-50""}",195.0,,,,,
user_00614,search,,,,,2025-11-21T00:31:13.580422,math tutoring,"{""subject"": ""Physics"", ""level"": ""Intermediate"", ""language"": ""ta"", ""priceRange"": ""0-20""}",167.0,,,,,
user_00675,click,pkg_0490,48.6,0.0,,2025-11-09T18:27:01.759582,,,,,,,,
user_00759,click,pkg_0375,56.5,0.0,,2025-07-06T02:16:13.715838,,,,,,,,
user_00073,view,pkg_0165,13.4,0.0,,2025-06-16T17:07:13.987444,,,,,,,,
user_00651,booking,pkg_0330,23.0,1.0,90.0,2025-08-18T21:05:23.176744,,,,,,,,
user_00305,view,pkg_0152,55.0,0.0,,2025-10-15T15:13:19.111146,,,,,,,,
user_00338,click,pkg_0120,23.5,0.0,,2025-10-01T01:53:24.453162,,,,,,,,
user_00238,search,,,,,2025-11-11T01:44:52.375321,design portfolio,"{""subject"": ""Physics"", ""level"": ""Advanced"", ""language"": ""ta"", ""priceRange"": ""100+""}",32.0,,,,,
user_00938,message,,,,,2025-11-12T06:55:39.223260,,,,,,educ_0082,3.0,2025-11-12T06:55:39.223260
user_00412,view,pkg_0126,39.5,0.0,,2025-10-31T14:22:54.512445,,,,,,,,
user_00003,view,pkg_0293,23.3,0.0,,2025-08-07T20:39:13.137634,,,,,,,,
user_00492,view,pkg_0435,51.6,0.0,,2025-10-11T18:05:14.010416,,,,,,,,
user_00318,view,pkg_0364,14.0,0.0,,2025-11-11T19:26:39.267397,,,,,,,,
user_00231,message,,,,,2025-09-21T21:51:10.332031,,,,,,educ_0020,4.0,2025-09-21T21:51:10.332031
user_00100,search,,,,,2025-08-24T01:02:50.070466,math tutoring,"{""subject"": ""Art"", ""level"": ""Intermediate"", ""language"": ""en"", ""priceRange"": ""20-50""}",107.0,,,,,
user_00089,click,pkg_0076,43.2,0.0,,2025-10-10T12:49:07.801045,,,,,,,,
user_00854,click,pkg_0303,15.9,0.0,,2025-10-24T06:40:01.139250,,,,,,,,
user_00496,view,pkg_0415,21.2,0.0,,2025-08-17T03:40:59.083168,,,,,,,,
user_00318,view,pkg_0400,19.9,0.0,,2025-08-15T12:30:41.472771,,,,,,,,
user_00442,search,,,,,2025-10-08T17:29:31.002425,programming basics,"{""subject"": ""Programming"", ""level"": ""Beginner"", ""language"": ""en"", ""priceRange"": ""100+""}",105.0,,,,,
user_00330,search,,,,,2025-10-09T13:45:02.963168,math tutoring,"{""subject"": ""Economics"", ""level"": ""Intermediate"", ""language"": ""en"", ""priceRange"": ""100+""}",177.0,,,,,
user_00245,message,,,,,2025-06-25T17:34:42.056765,,,,,,educ_0046,3.0,2025-06-25T17:34:42.056765
user_00361,view,pkg_0286,48.7,0.0,,2025-11-17T03:45:46.436004,,,,,,,,
user_00522,search,,,,,2025-07-28T07:27:20.220562,english conversation,"{""subject"": ""Art"", ""level"": ""Intermediate"", ""language"": ""ta"", ""priceRange"": ""100+""}",171.0,,,,,
user_00375,view,pkg_0332,32.1,0.0,,2025-09-24T02:33:18.081754,,,,,,,,
user_00485,search,,,,,2025-07-17T03:06:41.326139,english conversation,"{""subject"": ""Programming"", ""level"": ""Intermediate"", ""language"": ""en"", ""priceRange"": ""50-100""}",4.0,,,,,
user_00780,view,pkg_0092,9.5,0.0,,2025-11-09T02:31:10.916089,,,,,,,,
user_00553,search,,,,,2025-07-03T05:38:56.063189,math tutoring,"{""subject"": ""Biology"", ""level"": ""Advanced"", ""language"": ""ta"", ""priceRange"": ""100+""}",175.0,,,,,
user_00972,view,pkg_0274,34.7,0.0,,2025-11-17T22:53:22.214243,,,,,,,,
user_00156,view,pkg_0498,54.6,0.0,,2025-06-24T06:28:54.730461,,,,,,,,
user_00290,click,pkg_0370,18.0,0.0,,2025-10-01T02:40:08.976951,,,,,,,,
user_00739,view,pkg_0154,19.5,0.0,,2025-07-02T04:19:07.653092,,,,,,,,
user_00022,view,pkg_0250,7.3,0.0,,2025-08-25T14:04:12.285750,,,,,,,,
user_00738,message,,,,,2025-09-04T17:37:06.208427,,,,,,educ_0113,2.0,2025-09-04T17:37:06.208427
user_00043,message,,,,,2025-10-02T15:30:23.620619,,,,,,educ_0060,6.0,2025-10-02T15:30:23.620619
user_00843,click,pkg_0041,10.1,0.0,,2025-11-01T22:40:01.698623,,,,,,,,
user_00698,rating,pkg_0050,,,,2025-06-21T18:26:08.022709,,,,3.9,Not what I expected,,,
user_00551,view,pkg_0410,27.0,0.0,,2025-07-26T05:01:23.683510,,,,,,,,
user_00191,click,pkg_0152,59.7,0.0,,2025-06-15T22:43:19.941908,,,,,,,,
user_00818,click,pkg_0116,38.0,0.0,,2025-11-20T04:19:40.038157,,,,,,,,
